Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
0,0,23.0,0,1,728,3.0,3,3,3,5.0,3,1.0,5,5,5,4,3,5,5,0,5.0,0
1,1,57.0,0,0,160,3.0,3,3,3,3.0,1,5.0,4,4,4,5,3,4,1,2,0.0,1
0,1,38.0,1,1,849,4.0,4,4,3,5.0,4,5.0,5,3,4,4,4,4,5,5,8.0,1
0,1,40.0,0,0,842,5.0,5,5,5,3.0,5,5.0,2,2,2,2,3,2,5,8,0.0,1
1,1,31.0,0,0,2406,3.0,3,3,3,4.0,4,4.0,4,4,3,4,3,4,4,6,0.0,1
1,1,44.0,0,0,733,5.0,5,5,5,3.0,4,4.0,5,5,5,5,4,5,3,1,0.0,1
1,1,57.0,0,0,283,4.0,4,4,4,2.0,4,5.0,5,5,5,5,3,5,5,0,0.0,1
1,1,57.0,0,0,3447,5.0,5,5,5,5.0,4,4.0,4,4,4,4,3,4,5,0,0.0,1
1,0,49.0,0,0,1224,5.0,4,4,4,2.0,5,2.0,2,3,5,5,3,4,2,24,22.0,1
1,1,65.0,0,2,374,4.0,2,2,2,4.0,4,4.0,4,4,2,3,3,4,4,0,0.0,1
0,1,48.0,0,0,2133,3.0,2,3,2,5.0,4,4.0,2,2,2,2,4,2,5,96,75.0,1
0,1,45.0,0,0,1582,1.0,1,1,1,5.0,3,2.0,4,4,4,4,1,4,3,0,0.0,1
1,1,46.0,0,0,399,5.0,5,5,5,2.0,5,4.0,5,5,5,5,4,5,3,0,2.0,1
0,1,18.0,0,0,3648,5.0,5,5,5,3.0,3,3.0,3,4,5,4,4,4,3,0,0.0,1
0,1,45.0,0,0,3440,4.0,3,4,4,5.0,5,4.0,5,5,4,5,5,5,3,0,0.0,1
1,1,53.0,0,1,493,4.0,4,4,4,3.0,4,3.0,3,4,1,3,5,1,3,0,0.0,1
0,1,57.0,0,0,589,2.0,2,2,2,3.0,4,5.0,5,5,5,5,4,5,4,0,0.0,1
1,1,55.0,0,0,1973,2.0,2,2,2,5.0,5,5.0,5,5,4,5,3,5,4,0,0.0,1
0,1,50.0,0,0,1856,5.0,2,5,5,4.0,5,4.0,4,4,4,5,4,4,4,0,17.0,1
1,1,47.0,0,0,3511,3.0,3,3,3,4.0,5,5.0,4,4,5,4,4,4,3,0,0.0,1
1,1,30.0,0,1,888,0.0,0,0,2,4.0,4,3.0,4,2,2,5,3,2,4,0,0.0,1
1,1,28.0,1,2,925,4.0,4,4,3,5.0,4,2.0,5,4,1,4,2,5,5,5,5.0,1
1,1,42.0,0,0,406,1.0,1,3,1,4.0,5,4.0,2,2,2,2,4,2,3,4,12.0,1
1,1,55.0,0,0,1670,5.0,5,5,5,2.0,2,2.0,4,5,4,4,2,5,2,144,139.0,1
0,0,24.0,0,0,874,3.0,4,5,4,5.0,5,5.0,5,4,2,5,3,4,5,0,0.0,1
1,1,64.0,1,0,404,1.0,4,1,3,4.0,4,5.0,3,3,1,3,4,3,4,2,0.0,0
1,1,57.0,0,0,1619,4.0,4,4,4,5.0,3,5.0,3,3,4,3,5,3,3,0,0.0,1
0,1,16.0,0,0,1851,3.0,5,5,5,5.0,5,5.0,5,5,3,5,1,4,5,0,0.0,1
0,1,43.0,0,0,1651,4.0,4,4,4,5.0,4,5.0,4,4,4,4,4,4,4,9,16.0,1
0,1,47.0,0,0,1725,5.0,5,5,5,3.0,5,4.0,4,4,4,4,3,4,4,10,4.0,1
0,1,54.0,0,0,337,4.0,4,4,4,4.0,4,4.0,5,5,4,4,4,4,4,119,133.0,1
0,1,33.0,0,0,3700,5.0,5,5,5,5.0,5,4.0,4,4,4,4,3,4,3,0,0.0,1
1,1,40.0,0,1,696,5.0,2,2,2,5.0,5,5.0,5,5,4,4,5,4,5,0,0.0,1
1,1,42.0,0,0,337,2.0,4,2,2,5.0,4,5.0,5,5,5,5,3,5,4,47,18.0,1
0,1,53.0,0,0,594,3.0,3,3,3,5.0,4,4.0,5,5,5,5,5,5,5,28,17.0,1
0,1,54.0,0,0,2838,3.0,2,2,2,3.0,5,5.0,5,5,5,5,4,5,5,0,0.0,1
0,1,56.0,0,0,1875,4.0,4,4,4,3.0,5,5.0,5,5,5,5,5,5,4,0,0.0,1
1,1,34.0,0,0,2928,3.0,3,2,3,4.0,4,4.0,5,5,5,5,5,5,5,0,0.0,1
0,0,28.0,0,0,436,5.0,5,5,5,1.0,5,1.0,1,3,2,4,3,5,1,0,0.0,1
1,1,41.0,0,0,2387,2.0,2,2,2,5.0,5,4.0,5,5,5,5,4,5,3,0,36.0,1
1,1,45.0,0,0,1743,2.0,2,2,2,5.0,4,4.0,2,2,2,2,3,2,5,17,20.0,1
0,1,31.0,1,1,432,5.0,5,5,4,2.0,5,2.0,2,3,3,5,2,1,2,0,0.0,1
0,1,42.0,0,0,175,0.0,4,0,2,5.0,5,5.0,3,3,5,5,5,3,5,98,140.0,1
1,0,30.0,0,0,1475,0.0,0,0,2,5.0,0,5.0,5,3,5,5,3,4,5,9,0.0,1
0,1,63.0,1,0,992,3.0,4,1,3,3.0,5,4.0,5,5,1,5,3,5,3,99,71.0,0
1,0,35.0,0,0,1121,3.0,2,2,4,4.0,2,4.0,4,5,5,5,5,4,4,34,37.0,0
1,1,32.0,0,1,260,4.0,3,4,4,4.0,4,4.0,4,5,4,5,4,5,4,17,22.0,1
1,1,55.0,0,0,3249,2.0,2,3,2,3.0,5,5.0,4,4,4,4,3,4,4,0,0.0,1
1,1,55.0,1,1,1012,4.0,5,4,2,5.0,4,5.0,5,4,2,5,3,4,5,0,0.0,1
1,0,18.0,0,0,1440,0.0,2,1,1,4.0,1,4.0,4,5,2,4,3,4,4,11,3.0,1
0,1,52.0,0,0,387,5.0,5,3,5,2.0,1,1.0,5,5,5,5,2,5,5,24,15.0,1
1,0,23.0,0,1,295,4.0,0,4,3,2.0,4,2.0,2,5,4,4,4,4,2,58,52.0,1
1,1,24.0,0,2,448,4.0,1,5,1,4.0,4,5.0,4,2,4,5,5,1,4,0,0.0,1
1,1,39.0,0,0,599,5.0,5,3,5,3.0,5,5.0,3,3,3,3,3,3,5,0,0.0,1
0,1,40.0,0,0,781,4.0,4,4,4,3.0,5,5.0,5,5,4,5,3,5,4,2,12.0,1
0,1,24.0,0,0,689,2.0,2,2,2,5.0,5,5.0,5,4,3,4,4,4,5,0,0.0,1
0,0,22.0,0,0,353,4.0,0,4,3,1.0,4,1.0,1,2,1,5,5,3,1,0,0.0,1
0,1,26.0,0,1,965,0.0,5,0,1,4.0,0,4.0,4,4,4,1,3,2,4,1,0.0,1
1,1,59.0,0,0,3674,2.0,2,2,2,2.0,5,5.0,4,4,4,4,3,4,4,0,0.0,1
1,1,42.0,0,0,199,5.0,5,5,5,4.0,2,1.0,4,4,4,5,5,4,3,0,0.0,1
1,0,24.0,0,0,473,4.0,0,4,4,5.0,4,5.0,5,5,4,5,5,4,5,10,2.0,1
1,1,44.0,0,0,3765,5.0,5,5,5,5.0,5,5.0,5,5,5,5,5,3,5,150,128.0,1
0,1,30.0,1,1,328,3.0,4,4,4,4.0,4,4.0,4,4,3,3,5,5,4,0,0.0,0
0,0,37.0,0,1,199,2.0,5,2,4,4.0,2,4.0,4,4,4,3,4,2,4,0,0.0,0
0,1,38.0,0,0,2506,5.0,5,5,5,5.0,1,4.0,5,5,5,5,3,5,2,3,0.0,1
0,1,55.0,0,0,813,2.0,2,2,2,5.0,4,5.0,5,5,5,5,3,5,3,1,0.0,1
0,1,53.0,1,1,1744,5.0,4,5,4,4.0,4,5.0,5,5,5,5,3,5,5,18,31.0,1
1,1,34.0,0,0,1927,1.0,1,1,1,4.0,4,5.0,2,2,2,2,4,2,3,28,34.0,1
1,1,52.0,0,0,2310,4.0,4,4,4,4.0,5,4.0,4,4,4,4,4,4,5,10,10.0,1
1,1,39.0,0,0,530,2.0,2,2,2,5.0,4,5.0,3,3,4,3,3,3,5,0,0.0,1
0,1,39.0,0,0,1590,5.0,1,5,5,2.0,3,5.0,2,2,2,2,5,2,3,7,0.0,1
0,1,25.0,1,0,334,4.0,2,4,3,3.0,4,3.0,3,2,5,4,1,4,3,8,0.0,0
1,1,56.0,0,2,417,4.0,1,1,1,4.0,4,4.0,4,1,1,4,2,1,4,0,0.0,1
1,1,39.0,0,0,1652,1.0,1,1,1,2.0,3,4.0,3,3,3,3,3,3,5,3,0.0,1
0,0,43.0,0,0,122,4.0,4,4,3,2.0,4,2.0,2,3,5,4,4,4,2,0,0.0,1
0,1,47.0,0,0,2176,1.0,1,1,1,3.0,3,4.0,5,5,5,5,4,5,5,0,0.0,1
0,1,43.0,0,0,1900,1.0,1,2,1,4.0,3,5.0,5,5,5,5,4,5,3,0,0.0,1
1,1,37.0,0,0,2965,3.0,3,3,3,3.0,5,5.0,5,5,5,5,3,5,4,0,0.0,1
1,1,60.0,0,0,84,2.0,2,1,2,5.0,5,4.0,5,5,5,5,3,5,5,46,57.0,1
1,1,68.0,0,0,2785,3.0,3,3,3,5.0,2,5.0,4,4,4,4,1,4,2,0,0.0,1
0,1,20.0,1,0,1061,5.0,5,5,1,3.0,5,3.0,3,4,2,4,5,4,3,0,0.0,1
1,1,19.0,1,1,631,3.0,4,3,4,5.0,3,5.0,5,3,4,5,5,5,5,0,7.0,0
0,1,24.0,0,0,2961,2.0,2,4,2,4.0,4,4.0,4,5,3,4,5,1,4,0,7.0,1
0,0,24.0,0,0,1440,4.0,0,4,1,2.0,4,3.0,2,4,2,5,4,4,2,0,0.0,1
1,1,40.0,0,1,551,3.0,2,2,2,3.0,3,3.0,3,4,1,4,1,3,3,0,5.0,0
1,1,46.0,0,0,1197,2.0,2,2,2,4.0,5,5.0,3,3,3,3,5,3,4,26,9.0,1
1,1,67.0,0,2,170,4.0,4,4,4,4.0,4,4.0,4,1,4,4,1,4,4,0,0.0,1
0,1,53.0,0,0,3703,3.0,3,3,3,2.0,4,5.0,4,4,4,4,5,4,3,0,0.0,1
0,1,53.0,0,0,2022,1.0,1,1,1,3.0,4,4.0,4,4,4,4,3,4,5,0,4.0,1
0,1,40.0,0,0,3336,1.0,1,1,1,5.0,5,4.0,4,4,4,4,3,4,5,48,42.0,1
0,1,15.0,1,2,507,5.0,4,5,3,2.0,5,2.0,2,5,2,5,5,4,2,0,0.0,1
0,1,47.0,0,1,273,5.0,4,4,4,4.0,1,1.0,5,5,5,5,5,5,3,0,0.0,1
1,1,8.0,1,1,1620,5.0,4,5,4,2.0,5,2.0,2,3,3,4,5,4,2,0,0.0,1
1,1,45.0,0,0,3700,2.0,2,2,2,3.0,4,4.0,5,5,5,5,4,5,3,77,86.0,1
1,1,64.0,0,0,404,2.0,2,2,2,4.0,4,4.0,4,4,4,4,5,4,5,0,2.0,1
0,1,56.0,0,0,3561,1.0,1,1,1,2.0,5,4.0,5,5,5,5,3,5,5,43,40.0,1
1,1,49.0,0,0,250,0.0,0,0,3,3.0,4,4.0,4,4,4,4,3,4,4,45,39.0,1
1,1,45.0,0,0,2576,5.0,5,5,5,3.0,5,5.0,5,5,5,5,3,5,5,7,13.0,1
0,1,43.0,0,0,979,2.0,1,1,1,1.0,3,4.0,2,2,3,2,3,2,2,0,0.0,0
0,1,33.0,0,1,262,5.0,3,3,3,5.0,5,5.0,5,3,5,3,5,4,5,0,0.0,1
1,1,68.0,0,0,3190,1.0,1,5,1,3.0,4,4.0,3,3,4,3,4,3,5,7,2.0,1
0,1,58.0,0,0,2586,5.0,5,5,5,5.0,3,4.0,2,2,2,2,3,2,4,0,0.0,1
0,1,52.0,0,0,3089,0.0,0,0,1,2.0,4,4.0,5,5,2,2,4,5,4,15,18.0,1
0,1,29.0,0,1,3801,4.0,4,4,4,4.0,4,4.0,3,1,4,1,4,5,4,0,0.0,1
0,1,45.0,0,0,2710,3.0,3,3,3,4.0,5,1.0,4,4,4,4,2,4,3,9,0.0,1
0,0,20.0,0,1,468,5.0,5,5,2,2.0,5,2.0,2,4,3,4,5,5,2,0,13.0,1
0,1,59.0,1,2,113,2.0,5,2,3,1.0,1,1.0,2,2,2,3,5,2,5,4,0.0,0
1,1,57.0,0,0,868,4.0,4,4,4,3.0,4,5.0,4,4,4,4,3,4,4,0,0.0,1
0,1,41.0,0,2,228,5.0,3,3,3,1.0,2,2.0,5,5,5,5,1,5,2,0,0.0,1
0,0,40.0,0,0,315,3.0,3,3,1,3.0,3,3.0,3,5,4,4,5,4,3,2,0.0,0
0,0,21.0,0,0,347,5.0,5,5,5,2.0,5,2.0,2,1,4,3,2,5,2,0,0.0,1
1,1,36.0,0,2,1475,3.0,4,4,4,3.0,3,3.0,3,3,3,4,1,4,3,72,55.0,0
1,1,42.0,0,0,2475,3.0,3,4,3,5.0,5,5.0,4,4,4,4,5,4,5,6,0.0,1
0,1,52.0,0,0,1739,5.0,5,5,5,2.0,3,4.0,5,5,5,5,5,5,4,1,26.0,1
0,1,54.0,1,1,160,4.0,2,0,3,5.0,3,3.0,2,2,0,1,2,2,4,0,0.0,1
1,1,39.0,0,0,1949,2.0,2,2,2,3.0,3,1.0,5,5,5,4,5,5,1,1,0.0,1
1,1,57.0,0,1,919,5.0,1,1,1,5.0,5,5.0,5,4,3,4,1,4,5,0,0.0,1
0,1,23.0,0,0,2475,2.0,2,2,2,4.0,4,4.0,4,3,2,4,5,4,4,14,0.0,1
0,1,46.0,0,0,1525,1.0,1,1,1,3.0,5,4.0,4,4,4,4,4,4,4,20,17.0,1
0,1,28.0,0,0,3859,1.0,1,1,1,5.0,5,5.0,5,5,4,5,3,4,5,10,6.0,1
1,1,36.0,0,0,1731,2.0,2,2,2,2.0,4,3.0,5,5,5,5,1,5,1,0,0.0,1
1,1,43.0,1,1,944,3.0,4,2,2,5.0,2,5.0,5,2,2,1,1,4,5,0,0.0,0
1,1,36.0,0,0,302,3.0,3,3,3,1.0,3,5.0,4,4,4,4,1,4,2,0,0.0,1
0,1,34.0,0,2,289,2.0,4,3,3,2.0,2,2.0,2,4,1,4,3,3,2,0,0.0,0
1,1,35.0,0,0,2137,1.0,1,1,1,5.0,4,5.0,4,4,4,4,4,4,5,3,5.0,1
1,1,39.0,0,0,3222,4.0,4,4,4,2.0,5,5.0,5,5,5,5,4,5,4,0,0.0,1
1,1,39.0,0,0,2288,5.0,5,5,5,5.0,5,5.0,5,5,5,5,5,5,5,124,120.0,1
1,1,37.0,0,0,2601,3.0,4,4,4,1.0,4,3.0,3,3,3,3,3,3,1,0,2.0,0
1,1,49.0,0,0,2456,0.0,0,0,2,2.0,5,5.0,5,5,5,5,3,5,5,0,3.0,1
1,1,33.0,0,0,214,4.0,4,4,4,5.0,5,4.0,5,5,5,4,3,5,5,0,0.0,1
0,1,49.0,0,0,3056,5.0,2,5,5,2.0,4,5.0,5,5,5,5,5,5,3,0,0.0,1
1,1,44.0,0,0,2521,2.0,2,2,2,4.0,5,4.0,4,4,4,4,3,4,3,0,0.0,1
0,1,52.0,0,0,296,4.0,4,4,4,4.0,5,5.0,4,2,5,5,5,4,5,151,225.0,1
0,1,30.0,0,0,1258,4.0,4,4,4,4.0,4,4.0,4,3,2,3,1,4,4,9,17.0,0
0,0,22.0,0,1,397,5.0,0,5,3,4.0,5,4.0,4,3,3,4,3,4,4,0,0.0,1
1,1,49.0,0,0,2701,2.0,2,2,2,4.0,4,4.0,2,4,5,4,4,3,4,0,0.0,1
0,1,49.0,0,0,2849,5.0,5,5,5,4.0,5,4.0,5,5,5,5,3,5,3,23,14.0,1
1,1,18.0,0,0,3299,3.0,1,1,1,3.0,3,3.0,3,3,3,3,1,4,3,18,2.0,0
1,1,53.0,0,0,2204,5.0,5,5,5,5.0,5,5.0,4,4,4,4,5,4,3,0,3.0,1
1,1,31.0,0,1,272,5.0,5,5,5,5.0,5,5.0,5,5,3,4,3,2,5,0,0.0,1
1,1,36.0,0,1,1334,5.0,3,3,3,5.0,5,5.0,5,4,2,5,3,3,5,0,0.0,1
1,1,47.0,0,0,2773,1.0,1,1,1,3.0,2,1.0,4,4,4,4,2,4,5,12,20.0,1
1,1,51.0,0,1,143,4.0,3,3,3,4.0,4,4.0,4,5,3,3,3,5,4,0,0.0,1
0,1,63.0,0,0,3795,1.0,1,1,1,1.0,5,4.0,4,4,4,4,1,4,5,93,95.0,1
1,1,45.0,0,0,1720,1.0,1,1,1,4.0,5,4.0,4,4,4,4,3,4,3,11,32.0,1
0,1,47.0,0,0,2946,3.0,3,3,3,2.0,5,5.0,2,2,3,2,4,2,3,0,0.0,1
1,0,36.0,0,0,634,3.0,3,3,1,1.0,3,1.0,1,3,2,5,5,4,1,0,0.0,0
0,1,58.0,0,0,1605,4.0,4,4,4,2.0,4,5.0,4,4,4,4,4,4,5,44,17.0,1
0,1,28.0,0,0,436,2.0,2,4,2,5.0,5,5.0,5,1,4,5,4,4,5,0,6.0,1
1,1,29.0,0,0,526,2.0,2,2,2,4.0,4,4.0,4,3,5,4,3,4,4,0,0.0,1
1,1,65.0,0,0,954,1.0,1,4,1,1.0,4,2.0,4,4,4,4,3,4,4,2,0.0,1
0,1,36.0,0,0,532,3.0,3,3,3,2.0,1,2.0,4,4,4,4,4,4,1,0,0.0,1
0,1,43.0,0,0,2172,5.0,5,3,5,2.0,2,2.0,2,4,2,5,4,5,2,0,0.0,1
0,0,29.0,0,0,2552,5.0,5,5,2,2.0,5,2.0,2,5,4,3,5,4,2,0,0.0,1
0,0,44.0,0,0,369,4.0,4,4,3,5.0,4,5.0,5,3,3,4,3,4,5,1,1.0,1
1,1,49.0,0,0,235,2.0,2,2,2,3.0,5,4.0,4,4,4,4,4,4,4,0,0.0,1
0,0,22.0,0,1,1127,5.0,5,5,4,4.0,5,3.0,4,5,2,5,5,4,4,0,0.0,1
1,1,43.0,0,1,230,5.0,2,2,2,5.0,5,5.0,5,2,2,4,2,3,5,0,0.0,1
1,1,19.0,1,1,1416,0.0,3,0,3,4.0,0,4.0,4,2,2,4,3,4,4,0,0.0,1
1,1,47.0,0,0,2586,1.0,1,4,1,4.0,5,5.0,4,5,5,3,5,3,5,5,2.0,1
1,0,52.0,0,0,476,4.0,4,4,3,3.0,4,3.0,3,4,5,5,4,4,3,0,0.0,1
0,1,56.0,0,0,3428,2.0,2,2,2,1.0,4,3.0,4,4,5,4,3,4,4,0,0.0,1
1,0,39.0,0,0,764,4.0,3,3,2,4.0,3,1.0,4,5,3,4,4,4,4,10,0.0,1
1,1,52.0,0,0,1773,2.0,5,5,5,4.0,2,2.0,2,2,2,2,1,2,3,3,0.0,0
0,1,46.0,0,0,2513,1.0,1,1,1,3.0,2,3.0,2,2,2,2,2,2,3,0,0.0,1
1,1,60.0,0,0,674,1.0,1,1,1,4.0,4,5.0,2,2,2,2,4,2,4,0,14.0,1
0,1,43.0,0,1,522,5.0,1,1,1,5.0,4,3.0,5,5,5,5,3,5,2,0,0.0,1
0,1,39.0,0,0,2475,5.0,5,5,5,5.0,5,5.0,3,3,4,3,4,3,3,0,0.0,1
0,1,38.0,0,0,2552,5.0,5,5,5,4.0,4,5.0,3,3,3,3,5,3,5,0,0.0,1
1,1,23.0,0,0,2603,5.0,5,5,5,4.0,4,4.0,4,2,5,1,2,5,4,0,0.0,1
1,1,23.0,0,0,784,2.0,2,2,2,4.0,4,4.0,4,1,5,3,4,1,4,116,160.0,1
1,1,48.0,0,0,888,2.0,2,2,2,3.0,5,5.0,5,5,5,5,5,5,5,0,0.0,1
0,0,14.0,0,0,1072,0.0,0,0,2,4.0,0,4.0,4,3,3,5,5,4,4,12,3.0,1
1,1,60.0,0,2,331,4.0,3,2,3,4.0,4,4.0,4,3,4,3,3,5,4,2,0.0,1
0,1,23.0,0,1,1452,0.0,4,0,1,5.0,0,5.0,5,2,3,2,5,2,5,2,0.0,1
1,1,47.0,0,0,1437,4.0,4,4,4,5.0,5,5.0,5,5,5,5,5,5,4,0,0.0,1
0,1,31.0,0,1,463,5.0,5,5,5,5.0,5,5.0,5,5,4,5,4,1,5,0,5.0,1
0,1,46.0,0,0,1565,3.0,3,3,3,3.0,5,5.0,5,5,5,5,3,5,4,4,0.0,1
0,1,47.0,0,0,925,5.0,5,5,5,4.0,5,5.0,4,4,4,4,3,4,3,0,0.0,1
0,1,56.0,0,0,3262,2.0,2,2,2,5.0,4,5.0,5,5,5,5,5,5,5,0,7.0,1
1,1,56.0,0,0,1738,5.0,5,5,5,2.0,4,4.0,4,4,4,4,3,4,5,23,10.0,1
0,0,22.0,0,0,1084,4.0,0,5,2,5.0,5,5.0,5,5,2,4,3,5,5,0,0.0,1
1,1,43.0,0,0,3221,1.0,1,1,1,3.0,5,5.0,4,4,4,4,5,4,5,0,39.0,1
1,0,26.0,0,0,834,1.0,1,1,2,4.0,1,4.0,4,3,2,4,4,5,4,3,7.0,0
1,1,28.0,1,1,288,3.0,4,3,2,4.0,3,4.0,4,1,4,2,3,5,4,0,0.0,0
0,1,48.0,0,0,1237,5.0,5,5,5,2.0,1,2.0,5,5,5,5,5,5,3,0,0.0,1
1,1,37.0,0,0,479,3.0,1,1,1,4.0,4,5.0,4,4,4,4,4,4,4,10,1.0,1
0,1,46.0,0,1,1562,4.0,5,5,5,1.0,4,5.0,4,4,4,4,3,4,1,0,0.0,1
1,0,30.0,0,0,1846,2.0,2,2,3,2.0,2,2.0,2,5,5,5,3,5,2,0,0.0,0
1,1,40.0,0,0,3160,4.0,3,4,4,2.0,4,5.0,5,5,5,5,3,5,4,0,0.0,1
0,1,52.0,0,0,325,4.0,4,4,4,3.0,5,4.0,5,5,5,5,5,5,3,1,0.0,1
1,1,74.0,0,0,1940,4.0,4,4,4,5.0,5,5.0,4,4,4,4,3,4,4,0,1.0,1
0,0,43.0,0,1,357,4.0,0,4,2,4.0,4,4.0,4,3,3,1,3,2,4,12,2.0,1
1,1,53.0,0,0,1612,0.0,0,0,1,1.0,1,2.0,3,3,3,3,5,3,2,0,0.0,1
0,1,43.0,0,0,2754,3.0,3,3,3,3.0,5,2.0,4,4,4,4,5,4,4,0,0.0,1
0,1,59.0,0,0,86,0.0,4,0,5,2.0,5,5.0,1,1,1,1,4,1,3,8,3.0,1
1,1,39.0,1,1,646,4.0,1,4,4,5.0,4,5.0,5,1,1,3,2,3,5,0,0.0,1
1,1,43.0,0,0,575,5.0,5,5,5,4.0,5,4.0,4,4,4,4,5,4,4,0,0.0,1
1,0,39.0,0,1,834,2.0,2,2,2,4.0,2,4.0,4,4,5,2,1,1,4,0,0.0,0
1,1,41.0,0,0,997,5.0,5,5,5,4.0,4,1.0,3,3,5,3,1,3,4,0,0.0,1
1,1,42.0,0,0,2152,4.0,4,4,4,2.0,5,4.0,4,4,5,4,4,4,5,10,2.0,1
0,1,25.0,0,0,786,2.0,2,2,2,5.0,5,5.0,5,5,2,5,3,5,5,30,0.0,1
0,1,27.0,0,0,3186,3.0,3,3,3,4.0,4,4.0,4,2,2,4,1,5,4,109,120.0,1
1,1,40.0,0,0,1723,3.0,3,3,3,5.0,4,4.0,5,5,5,5,3,5,3,2,0.0,1
0,1,58.0,0,0,302,2.0,2,2,2,5.0,5,4.0,5,5,5,5,3,5,5,0,0.0,1
1,1,70.0,0,0,3152,5.0,4,5,5,3.0,5,5.0,3,3,3,3,4,3,4,0,0.0,1
0,1,40.0,0,0,2023,5.0,5,5,5,5.0,5,4.0,4,4,4,4,4,4,5,0,0.0,1
0,1,54.0,0,0,3392,5.0,5,5,5,2.0,5,5.0,4,4,4,4,4,4,3,0,0.0,1
0,1,36.0,0,0,447,5.0,5,5,5,1.0,4,1.0,4,4,4,4,3,4,5,0,0.0,1
0,1,43.0,0,0,2296,2.0,2,2,2,3.0,4,5.0,4,4,4,4,3,4,5,0,0.0,1
0,1,17.0,1,1,337,4.0,3,4,5,3.0,4,3.0,3,4,5,3,3,2,3,57,51.0,0
1,1,44.0,0,0,1738,5.0,5,5,5,3.0,5,5.0,5,5,5,5,5,5,3,8,6.0,1
1,1,32.0,0,0,129,2.0,1,1,1,2.0,2,2.0,2,2,2,4,3,4,2,39,45.0,0
1,1,38.0,0,0,197,5.0,5,4,5,5.0,4,5.0,5,5,5,4,5,5,3,48,27.0,1
1,1,43.0,0,0,610,5.0,5,5,5,1.0,2,1.0,1,3,5,5,4,5,1,3,4.0,1
1,1,40.0,0,0,258,3.0,2,2,2,3.0,3,4.0,3,3,3,3,1,3,4,0,0.0,0
0,1,47.0,0,0,1728,3.0,3,3,3,2.0,3,4.0,3,3,2,3,4,3,4,1,43.0,1
1,1,46.0,0,0,868,2.0,2,2,2,3.0,4,5.0,5,5,5,5,4,5,5,1,5.0,1
1,0,38.0,0,0,213,3.0,3,3,3,5.0,3,5.0,5,5,4,5,4,4,5,17,4.0,0
0,1,22.0,1,2,925,3.0,3,2,3,5.0,2,5.0,5,3,5,1,2,1,5,45,37.0,0
1,1,45.0,0,1,508,4.0,1,1,1,4.0,4,4.0,4,1,3,1,2,2,4,0,0.0,1
1,0,27.0,0,0,2475,5.0,5,5,3,5.0,5,5.0,5,4,5,3,3,4,5,0,39.0,1
0,1,46.0,0,0,912,3.0,3,3,3,2.0,4,5.0,5,5,5,5,3,5,4,29,13.0,1
0,1,48.0,0,0,2393,4.0,5,4,4,4.0,5,5.0,2,2,2,2,5,2,4,0,0.0,1
0,1,54.0,1,2,1017,4.0,3,4,4,2.0,3,3.0,5,5,4,5,3,5,2,0,0.0,1
0,1,40.0,0,0,312,0.0,0,0,1,4.0,4,5.0,1,1,1,1,4,1,5,0,0.0,1
1,1,42.0,1,1,1062,3.0,5,0,3,3.0,0,3.0,3,4,2,5,3,5,3,3,0.0,1
0,1,49.0,0,0,3248,4.0,4,5,4,4.0,4,4.0,5,5,5,5,3,5,4,0,0.0,1
1,1,10.0,1,0,1044,2.0,5,2,5,3.0,2,3.0,3,2,3,2,1,1,3,32,24.0,0
1,1,34.0,0,0,399,3.0,3,3,3,5.0,3,2.0,3,3,3,3,4,3,3,33,33.0,1
1,0,38.0,0,1,164,5.0,3,5,4,2.0,3,2.0,2,2,1,2,4,1,2,0,0.0,1
0,1,58.0,0,0,3436,5.0,5,4,5,2.0,5,4.0,4,4,4,4,4,4,4,81,67.0,1
0,1,26.0,0,2,376,4.0,4,4,4,5.0,5,4.0,5,1,2,4,3,1,5,0,0.0,1
1,1,28.0,0,0,2015,1.0,4,1,1,4.0,4,4.0,4,5,4,5,3,4,4,0,0.0,1
1,1,57.0,0,0,3014,3.0,3,3,3,3.0,4,4.0,5,5,4,5,5,5,5,4,6.0,1
0,1,46.0,0,0,1609,2.0,3,2,2,5.0,5,4.0,5,5,4,5,5,5,5,0,0.0,1
0,0,41.0,0,0,602,5.0,5,5,5,2.0,5,2.0,2,3,3,5,3,5,2,30,35.0,1
0,1,61.0,0,2,370,5.0,5,5,5,4.0,4,5.0,5,5,5,5,1,5,5,0,0.0,1
1,1,53.0,0,0,1972,3.0,3,3,3,4.0,5,4.0,5,5,4,5,4,5,5,0,0.0,1
0,0,24.0,0,1,822,4.0,4,4,5,1.0,4,1.0,1,3,4,5,5,5,1,0,0.0,1
1,1,44.0,0,0,1814,5.0,5,5,5,3.0,5,4.0,4,4,4,4,3,4,5,0,0.0,1
0,0,44.0,0,1,1448,2.0,2,2,5,5.0,2,5.0,5,1,5,4,1,1,5,0,0.0,0
1,1,53.0,0,0,3264,1.0,1,1,1,3.0,4,5.0,5,5,5,5,3,5,5,2,0.0,1
1,1,47.0,0,0,3788,1.0,1,1,1,5.0,4,5.0,4,4,4,4,3,4,4,101,102.0,1
